"Date";"Infected";"Inpatients";"newICU";"ICU";"Death";"Vaccinated1";"Vaccinated2";"Vaccinated3"
2021-05-28;3669870;NA;NA;2702;88187;34711424;13674483;NA
2021-05-29;3675296;NA;NA;2702;88350;34711424;13674483;NA
2021-05-30;3679148;NA;NA;2702;88406;34711424;13674483;NA
2021-05-31;3681126;NA;NA;2450;88442;35325677;14615052;NA
2021-06-01;3682911;NA;NA;2289;88595;35531114;15009970;NA
2021-06-02;3687828;NA;NA;2147;88774;35936861;15604092;NA
2021-06-03;3692468;NA;NA;2036;88940;36461594;16318175;NA
2021-06-04;3695633;NA;NA;1970;89026;36695899;16708899;NA
2021-06-05;3697927;NA;NA;1970;89148;36999375;17240975;NA
2021-06-06;3700367;NA;NA;1970;89222;36999375;17240975;NA
2021-06-07;3701484;NA;NA;1796;89244;37992201;17744076;NA
2021-06-08;3702688;NA;NA;1700;89384;38245152;18187186;NA
2021-06-09;3705942;NA;NA;1598;89491;38635235;18923674;NA
2021-06-10;3709129;NA;NA;1510;89585;39097643;19857285;NA
2021-06-11;3711569;NA;NA;1420;89687;39539170;20648461;NA
2021-06-12;3713480;NA;NA;1420;89816;39539170;20648461;NA
2021-06-13;3714969;NA;NA;1420;89834;39539170;20648461;NA
2021-06-14;3715518;NA;NA;1280;89844;40213007;21812429;NA
2021-06-15;3716170;NA;NA;1210;89937;40475199;22302188;NA
2021-06-16;3717625;NA;NA;1134;90074;40707016;22967526;NA
2021-06-17;3718955;NA;NA;1068;90179;41225811;23916490;NA
2021-06-18;3720031;NA;NA;1011;90270;41662903;24657569;NA
2021-06-20;3721981;NA;NA;1011;90385;41662903;24657569;NA
2021-06-21;3722327;NA;NA;889;90395;42284584;25831503;NA
2021-06-22;3722782;NA;NA;850;90472;42540863;26274154;NA
2021-06-23;3723798;NA;NA;850;90523;42922868;26976919;NA
2021-06-24;3724806;NA;NA;781;90616;43447927;26068456;NA
2021-06-25;3725580;NA;NA;736;90678;43958788;28383081;NA
2021-06-26;3726172;NA;NA;736;90746;44363821;28915700;NA
2021-06-27;3726710;NA;NA;736;90754;44363821;28915700;NA
2021-06-28;3726929;NA;NA;693;90762;44608624;29403338;NA
2021-06-29;3727333;NA;NA;666;90819;44886784;29803258;NA
